Publishing_Year;Book_Name;Author;Language_Code;Author_Rating;Book_Average_Rating;Book_Ratings_Count;Gross_sales/ Bruttoumsatz;Publisher_Revenue;Publisher;Verfilmt;Genre_standardized
2013.0;Prodigy;Marie Lu;en;Intermediate;4.29;149702.0;1524.9;0.0;Amazon Digital Services,  Inc,;Ja;Young Adult
1603.0;The Tragedie of King Lear;William Shakespeare;en;Intermediate;3.89;135448.0;2014.95;1208.97;Amazon Digital Services,  Inc,;Ja;Classic (Drama)
1949.0;Death of a Salesman;Arthur Miller;en;Novice;3.49;132061.0;5433.18;3259908.0;Penguin;Ja;Classic (Drama)
2007.0;The Choice;Nicholas Sparks;en;Intermediate;3.99;93479.0;1483.04;0.0;Amazon Digital Services,  Inc,;Ja;Romance
2012.0;The Hunger Games: Official Illustrated Movie Companion;Kate Egan;en;Famous;4.51;119915.0;2950.91;1770546.0;Harper;ja;Young Adult
1929.0;The Sound and the Fury;William Faulkner;en;Intermediate;3.86;124665.0;2445.1;1467.06;Hachette;Nein;Historical Fiction
2005.0;A New Earth: Awakening to Your Life's Purpose;Eckhart Tolle;en;Intermediate;4.02;106211.0;483.12;289872.0;Amazon Digital Services,  Inc,;Nein;Non-Fiction (Spirituality)
2002.0;Blech;Tite Kubo;en;Intermediate;4.21;120004.0;2605.92;1563552.0;Penguin;Ja;fiction fantasy
2013.0;Hyperbole and a Half;Allie Brosh;en;Intermediate;4.17;118910.0;5269.53;3161718.0;Penguin;Nein;Nonfiction
1992.0;The Shadow Rising ;Robert Jordan;en;Intermediate;4.21;122524.0;2057.58;1234548.0;Harper;Ja;Fantasy
2003.0;Shantaram;Gregory David Roberts;en;Intermediate;4.26;95213.0;476.19;0.0;Amazon Digital Services,  Inc,;Ja;Memoir
2008.0;From Dead to Worse;Charlaine Harris;en;Intermediate;4.01;151095.0;475.2;285.12;Amazon Digital Services,  Inc,;Nein;Thriller
1991.0;The Waste Lands;Stephen King, Ned Dameron;en;Intermediate;4.24;117483.0;1429.22;0.0;Amazon Digital Services,  Inc,;Ja;Horror
1997.0;The Bone Collector;Jeffery Deaver;en;Intermediate;4.18;120541.0;5253.22;3151932.0;Random;Ja;Thriller
1995.0;Der Vorleser;Bernhard Schlink, Carol Brown Janeway;en;Intermediate;3.73;119911.0;1423.24;0.0;Amazon Digital Services,  Inc,;Ja;Historical Fiction
1967.0;Brown Bear, Brown Bear, What Do You See?;Bill Martin Jr,, Eric Carle;en;Intermediate;4.19;125668.0;2375.24;1425144.0;Hachette;Nein;Childrens Picture Book
1989.0;Hyperion;Dan Simmons;en;Intermediate;4.21;122225.0;470.25;0.0;Amazon Digital Services,  Inc,;Ja;Science Fiction
1947.0;The Pearl of the World;John Steinbeck;en;Novice;3.41;133264.0;470.25;282.15;Amazon Digital Services,  Inc,;Nein;Historical Fiction
1971.0;The Exorcist;William Peter Blatty;en;Intermediate;4.14;124467.0;1399.32;0.0;Amazon Digital Services,  Inc,;Ja;Horror
2009.0;The Short Second Life of Bree Tanner;Stephenie Meyer;en;Intermediate;3.51;145874.0;461.34;0.0;Amazon Digital Services,  Inc,;Nein;Young Adult
1994.0;Snow Falling on Cedars;David Guterson;en;Intermediate;3.8;131945.0;1393.34;0.0;Amazon Digital Services,  Inc,;Ja;Historical Fiction
1976.0;Roots;Alex Haley;en;Famous;4.42;118951.0;460.35;276.21;Macmillan;Ja;Memoir
1988.0;Batman: The Killing Joke ;Alan Moore, Brian Bolland, Tim Sale;en;Intermediate;4.36;113855.0;455.4;273.24;Random;Ja;Childrens Chapter Book
1952.0;Invisible Man;Ralph Ellison;en;Intermediate;3.84;123073.0;455.4;0.0;Amazon Digital Services,  Inc,;Ja;Short Story
2007.0;A Long Way Gone, Memoirs of a Boy Soldier;Ishmael Beah;en;Intermediate;4.14;116260.0;3643.44;0.0;Amazon Digital Services,  Inc,;Nein;Childrens Chapter Book
1971.0;Mrs, Frisby and the Rats of NIMH;Robert C, O'Brien;;Intermediate;4.13;135978.0;1815.45;1089.27;Amazon Digital Services,  Inc,;Ja;Contemporary Fiction
1982.0;Different Seasons;Stephen King;en;Intermediate;4.34;105961.0;5000.45;3000.27;Simon and Schuster Digital Sales Inc;Ja;Science Fiction
1953.0;The Little House Collection;Laura Ingalls Wilder, Garth Williams;;Intermediate;4.33;124320.0;5195.91;3117546.0;Random;JA;Humor
1998.0;The Girls' Guide to Hunting and Fishing;Melissa Bank;en;Novice;3.29;113977.0;448.47;0.0;Amazon Digital Services,  Inc,;Nein;Nonfiction
2012.0;Wool Omnibus;Hugh Howey;en;Intermediate;4.24;81982.0;2250.49;1350294.0;Penguin;Ja;Memoir
2002.0;Lamb: The Gospel According to Biff, Christ's Childhood Pal;Christopher Moore;en;Intermediate;4.26;118576.0;4792.5;2875.5;Random;Nein;Fantasy
1997.0;The Power of Now;Eckhart Tolle;en;Intermediate;4.1;104549.0;4771.2;2862.72;Penguin;Nein;Fantasy
2012.0;Let's Pretend This Never Happened (A Mostly True Memoir);Jenny  Lawson;en;Intermediate;3.9;118475.0;443.52;266112.0;Amazon Digital Services,  Inc,;Nein;Thriller
2006.0;The Lies of Locke Lamora;Scott Lynch;en;Intermediate;4.3;118751.0;1324.57;794742.0;Simon and Schuster Digital Sales Inc;Ja;Contemporary Fiction
1995.0;Sabriel;Garth Nix;en;Intermediate;4.17;137047.0;8811.18;5286708.0;Random;JA;Fantasy
2009.0;Dead and Gone;Charlaine Harris;en;Intermediate;4.01;145157.0;2175.64;1305384.0;Random;Nein;Mystery/Thriller  
2013.0;The Storyteller;Jodi Picoult;en;Intermediate;4.26;109313.0;430.65;0.0;Amazon Digital Services,  Inc,;Nein;Historical Fiction
2011.0;Obsidian;Jennifer L, Armentrout;en;Intermediate;4.23;164832.0;5191.67;3115002.0;Penguin;Nein;Young Adult (Fantasy/Romance)  
1982.0;Life, the Universe and Everything;Douglas Adams;en;Intermediate;4.19;131562.0;2593.67;1556202.0;Hachette;JA;Science Fiction
2013.0;Crown of Midnight;Sarah J, Maas;en;Famous;4.49;160485.0;426.69;256014.0;Amazon Digital Services,  Inc,;Nein;Young Adult (Fantasy)  
2004.0;Scott Pilgrim, Volume 1: Scott Pilgrim's Precious Little Life;Bryan Lee O'Malley;en;Intermediate;4.18;126864.0;425.7;255.42;Random;Ja;Graphic Novel
2008.0;Half Broke Horses: A True Life Novel;Jeannette Walls;en;Intermediate;4.05;110597.0;5107.74;3064644.0;Penguin;Nein;Biography
1987.0;Mort;Terry Pratchett;en;Intermediate;4.22;128450.0;3821.22;2292732.0;Amazon Digital Services,  Inc,;Ja;Fantasy/Humor  
2010.0;The Iron King (The Iron Fey, #1) ;Julie Kagawa;en;Intermediate;3.92;158063.0;420.75;252.45;Macmillan;Nein;Young Adult (Fantasy)  
1985.0;Lonesome Dove;Larry McMurtry;en;Famous;4.47;111498.0;1687.77;0.0;Amazon Digital Services,  Inc,;Ja;Western  
2003.0;Stiff: The Curious Lives of Human Cadavers;Mary Roach;en;Intermediate;4.05;122502.0;4473.0;2683.8;Random;Nein;Non-Fiction (Science)  
2011.0;Bloodlines;Richelle Mead;en;Intermediate;4.22;140599.0;413.82;248292.0;Macmillan;Nein;Young Adult (Fantasy)  
1998.0;Ender's Shadow;Orson Scott Card;en;Intermediate;4.3;115521.0;411.84;0.0;Amazon Digital Services,  Inc,;Ja;Science Fiction
2009.0;Twenties Girl;Sophie Kinsella;en;Intermediate;3.82;119105.0;2070.85;1242.51;Random;Nein;Contemporary Romance  
1982.0;Schindler's Ark;Thomas Keneally;en;Intermediate;4.34;108338.0;2537.9;1522.74;Amazon Digital Services,  Inc,;Ja;Historical Fiction
1970.0;The Bluest Eye;Toni Morrison;en;Intermediate;3.99;109944.0;1219.92;0.0;Amazon Digital Services,  Inc,;Nein;Historical Fiction
2009.0;The White Queen;Philippa Gregory;en;Intermediate;3.9;119739.0;1685.04;1011024.0;Amazon Digital Services,  Inc,;Ja;Historical Fiction
1965.0;The Autobiography of Malcolm X;Malcolm X, Alex Haley;en;Intermediate;4.29;124805.0;2025.94;1215564.0;Random;Ja;Biography
1989.0;Preludes & Nocturnes;Neil Gaiman, Sam Kieth, Mike Dringenberg, Malcolm Jones III, Todd Klein, Karen  Berger;en;Intermediate;4.3;122540.0;2251.8;1351.08;Amazon Digital Services,  Inc,;Nein;Graphic Novel
1999.0;Seabiscuit;Laura Hillenbrand;en;Intermediate;4.2;111497.0;1007.5;604.5;Harper;Ja;Non-Fiction (Biography/Sports)  
2003.0;Shutter Island;Dennis Lehane;en;Intermediate;4.07;113718.0;4270.65;2562.39;Penguin;Ja;Mystery/Thriller  
1894.0;The Complete Sherlock Holmes;Arthur Conan Doyle;en;Famous;4.5;109754.0;3180.02;1908012.0;Penguin;Ja;Mystery/Detective  
1599.0;The Tragedy of Julius Caesar;William Shakespeare, Roma Gill;en;Intermediate;3.65;119933.0;392.04;235224.0;Amazon Digital Services,  Inc,;Ja;Classic Drama  
2011.0;In the Garden of Beasts: Love, Terror, and an American Family in Hitler's Berlin;Erik Larson;en;Intermediate;3.81;110481.0;392.04;235224.0;Amazon Digital Services,  Inc,;Nein;Historical Non-Fiction  
1593.0;The Taming of the Shrew;William Shakespeare;en;Intermediate;3.81;126318.0;2726.1;1635.66;Hachette;Ja;Classic Drama  
2014.0;Cress;Marissa Meyer;en;Famous;4.46;162069.0;1154.14;692484.0;Macmillan;Nein;Young Adult (Fantasy/Science Fiction)  
2010.0;Just Kids;Patti Smith;en;Intermediate;4.14;106542.0;766.15;459.69;Random;Nein;Biography
1997.0;The art Book;Phaidon Press;en;Intermediate;3.79;102746.0;3060.17;1836102.0;Penguin;nein;Art
2001.0;Jemima J;Jane Green;en;Intermediate;3.62;101436.0;758.19;0.0;Amazon Digital Services,  Inc,;Nein;Contemporary Fiction
1831.0;Notre-Dame de Paris;Victor Hugo, Walter J, Cobb;en;Intermediate;3.97;119851.0;3013.71;1808226.0;Amazon Digital Services,  Inc,;Ja;Classic Literature
1996.0;A Fine Balance;Rohinton Mistry;en;Intermediate;4.34;99252.0;1136.2;681.72;Simon and Schuster Digital Sales Inc;Nein;Historical Fiction
1987.0;Calvin and Hobbes;Bill Watterson, G,B, Trudeau;en;Famous;4.61;117788.0;1886.22;1131732.0;Penguin;Nein;Graphic Novel
2006.0;Specials;Scott Westerfeld;en;Intermediate;3.77;139168.0;1124.24;674544.0;Amazon Digital Services,  Inc,;Nein;Young Adult (Science Fiction)
1899.0;The Awakening;Kate Chopin;en;Intermediate;3.63;125474.0;371.25;0.0;Amazon Digital Services,  Inc,;Ja;Classic Literature
2009.0;Hunted;P,C, Cast, Kristin Cast;en;Intermediate;3.93;138103.0;1871.25;1122.75;Random;Nein;Young Adult (Paranormal Romance)
2006.0;For One More Day;Mitch Albom;en;Intermediate;4.09;102193.0;1488.27;0.0;Amazon Digital Services,  Inc,;Ja;Contemporary Fiction
1989.0;Clear and Present Danger;Tom Clancy;en;Intermediate;4.08;105317.0;1115.27;669162.0;Hachette;Ja;Thriller
1996.0;Falling Up;Shel Silverstein;en;Intermediate;4.33;111779.0;366.3;0.0;Amazon Digital Services,  Inc,;Nein;Childrens Poetry
2010.0;Sh*t My Dad Says;Justin Halpern;en;Intermediate;3.98;102560.0;2775.0;1665.0;Hachette;Ja;Humor / Memoir
1993.0;Trainspotting;Irvine Welsh, Eric Lindor Fall;fr;Intermediate;4.07;59453.0;1100.32;660192.0;Random;Ja;Contemporary Fiction
1952.0;Foundation and Empire;Isaac Asimov;en;Intermediate;4.2;105595.0;1094.34;0.0;Amazon Digital Services,  Inc,;Ja;Science Fiction
1997.0;The Four Agreements: A Practical Guide to Personal Freedom, A Toltec Wisdom Book;Miguel Ruiz;en;Intermediate;4.12;97016.0;4388.34;2633004.0;Penguin;Nein;Self-help / Spirituality
2010.0;House Rules;Jodi Picoult;en;Intermediate;4.01;111239.0;4084.35;2450.61;Harper;Nein;Contemporary Fiction
1967.0;From the Mixed-Up Files of Mrs, Basil E, Frankweiler;E,L, Konigsburg;en;Intermediate;4.15;134537.0;1085.37;651222.0;Amazon Digital Services,  Inc,;Nein;Childrens Literature
2013.0;Doctor Sleep;Stephen King;en;Intermediate;4.1;95276.0;357.39;214434.0;Amazon Digital Services,  Inc,;Ja;Horror / Thriller
1998.0;About a Boy;Nick Hornby;en;Intermediate;3.79;101999.0;1079.39;647634.0;Penguin;Ja;Contemporary Fiction
2012.0;On Dublin Street;Samantha Young;en;Intermediate;4.24;136761.0;3905.78;2343468.0;Random;Nein;Romance
2008.0;Crazy Love: Overwhelmed by a Relentless God;Francis Chan, Danae Yankoski, Chris Tomlin;en;Intermediate;4.15;106351.0;1064.44;638664.0;Macmillan;Nein;Christian Non-fiction / Spirituality
1960.0;One Fish, Two Fish, Red Fish, Blue Fish;Dr, Seuss;en;Intermediate;4.12;117582.0;706.45;423.87;Simon and Schuster Digital Sales Inc;Nein;Childrens Literature
1987.0;Watchers;Dean Koontz;en;Intermediate;4.16;109595.0;1049.49;0.0;Amazon Digital Services,  Inc,;Ja;Thriller / Horror
1902.0;The Story of My Life;Helen Keller;en;Intermediate;4.07;107313.0;347.49;208494.0;Amazon Digital Services,  Inc,;Ja;Autobiography / Memoir
2009.0;This Is Where I Leave You;Jonathan Tropper;en;Intermediate;3.88;98645.0;346.5;0.0;Amazon Digital Services,  Inc,;Ja;Contemporary Fiction
2010.0;Abraham Lincoln: Vampire Hunter;Seth Grahame-Smith;en;Intermediate;3.7;106336.0;344.52;0.0;Amazon Digital Services,  Inc,;Ja;Historical Fantasy / Horror
1999.0;Fruits Basket;Natsuki Takaya, Alethea Nibley, Athena Nibley;en;Intermediate;4.23;118467.0;1031.55;618.93;Simon and Schuster Digital Sales Inc;Nein;Manga Fantasy
1623.0;The Tempest;William Shakespeare;en;Intermediate;3.8;125178.0;1025.57;0.0;Amazon Digital Services,  Inc,;Ja;Classic Drama
2010.0;Burned: A House of Night Novel;P,C, Cast, Kristin Cast;en;Intermediate;3.98;120763.0;1019.59;0.0;Amazon Digital Services,  Inc,;Nein;Young Adult
1997.0;Wizard and Glass;Stephen King, Dave McKean;en;Intermediate;4.24;105026.0;1019.59;611754.0;Simon and Schuster Digital Sales Inc;Ja;Horror / Dark Fantasy
2013.0;The Circle;Dave Eggers;en;Novice;3.46;109412.0;3872.6;2323.56;Penguin;Ja;Dystopian Fiction
2007.0;The Invention of Hugo Cabret;Brian Selznick;en;Intermediate;4.23;132159.0;1686.62;0.0;Amazon Digital Services,  Inc,;Ja;Childrens Literature / Illustrated Novel
1932.0;Brave New World/Brave New World Revisited;Aldous Huxley, Christopher Hitchens;en;Intermediate;4.16;108124.0;1676.64;0.0;Amazon Digital Services,  Inc,;Ja;Science Fiction
2003.0;Ouran High School;Bisco Hatori;en;Excellent;4.36;190300.0;666.65;399.99;Harper;Ja;Manga Fantasy
2014.0;The Good Girl;Mary Kubica;en;Intermediate;3.81;100936.0;2620.72;1572432.0;Random;Ja;Psychological Thriller / Suspense
2012.0;Fallen Too Far (Too Far, #1);Abbi Glines;en;Excellent;4.21;138871.0;2875.32;1725192.0;Penguin;Nein;New Adult Romance
2014.0;Landline;Rainbow Rowell;en;Intermediate;3.55;113805.0;1300.74;0.0;Amazon Digital Services,  Inc,;Nein;Contemporary Romance
2008.0;Tempted;P,C, Cast, Kristin Cast;en;Intermediate;3.96;127387.0;2759.25;1655.55;Harper;Nein;Young Adult Paranormal Romance
2005.0;No Country for Old Men;Cormac McCarthy;en;Excellent;4.12;100513.0;1611.77;967062.0;Simon and Schuster Digital Sales Inc;Ja;Literary Fiction / Crime
2009.0;Wolf Hall;Hilary Mantel;en;Intermediate;3.85;102936.0;2468.49;1481094.0;Penguin;Ja;Historical Fiction
1986.0;Howl's Moving Castle;Diana Wynne Jones;en;Excellent;4.3;123945.0;950.82;0.0;Amazon Digital Services,  Inc,;Ja;Fantasy
2001.0;Dreamcatcher;Stephen King, William Olivier Desmond;fr;Intermediate;3.59;115855.0;1576.84;0.0;Amazon Digital Services,  Inc,;Ja;Horror / Supernatural Thriller
1989.0;The Remains of the Day;Kazuo Ishiguro;en;Excellent;4.1;105892.0;1874.87;1124922.0;Random;Ja;Historical Fiction
2010.0;The Best of Me;Nicholas Sparks;en;Intermediate;3.91;103915.0;307.89;184734.0;Amazon Digital Services,  Inc,;Ja;Romance
2011.0;The Sense of an Ending;Julian Barnes;en;Intermediate;3.7;94968.0;306.9;0.0;Amazon Digital Services,  Inc,;Ja;Historical Fiction
1982.0;A is for Alibi;Sue Grafton;en;Intermediate;3.82;116026.0;616.9;370.14;Amazon Digital Services,  Inc,;Ja;Mystery / Cozy Mystery
2009.0;Shanghai Girls;Lisa See;en;Intermediate;3.87;106729.0;2152.92;1291752.0;Penguin;Ja;Historical Fiction / Contemporary Fiction
1908.0;The Wind in the Willows;Kenneth Grahame, Gillian Avery;en;Intermediate;3.98;124612.0;10327.3;6196.38;Penguin;Ja;Childrens Classic / Animal Fiction
2014.0;To All the Boys I've Loved Before;Jenny Han;en;Excellent;4.11;136938.0;598.99;0.0;Amazon Digital Services,  Inc,;Ja;Young Adult
2000.0;Persepolis;Marjane Satrapi, Mattias Ripa;en;Excellent;4.23;117103.0;1487.02;892212.0;Random;Ja;Graphic Memoir / Autobiography
1908.0;A Room with a View;E,M, Forster;en;Intermediate;3.91;109994.0;891.02;0.0;Amazon Digital Services,  Inc,;Ja;Classic Literary Fiction
2010.0;The DUFF: Designated Ugly Fat Friend;Kody Keplinger;en;Intermediate;3.86;136736.0;1181.04;0.0;Amazon Digital Services,  Inc,;Ja;Young Adult Contemporary
2008.0;Lock and Key;Sarah Dessen;en;Excellent;4.01;120475.0;885.04;531024.0;Amazon Digital Services,  Inc,;Nein;Young Adult Contemporary
1995.0;Naked in Death;J,D, Robb;en;Excellent;4.13;78028.0;1772.95;1063.77;Harper;Nein;Romantic Suspense / Crime Thriller
1994.0;The Chamber;John Grisham;en;Intermediate;3.76;102715.0;292.05;0.0;Amazon Digital Services,  Inc,;Ja;Thriller
2008.0;Midnight Sun (Partial Draft);Stephenie Meyer;en;Excellent;4.03;138118.0;290.07;0.0;Amazon Digital Services,  Inc,;Nein;Young Adult Paranormal Romance
1999.0;NARUTO ;Masashi Kishimoto, Katy Bridges;en;Excellent;4.35;104633.0;288.09;172854.0;Harper;Ja;Fantasy comics
2012.0;The Unlikely Pilgrimage of Harold Fry;Rachel Joyce;en;Intermediate;3.89;94012.0;3694.6;2216.76;Hachette;Ja;Contemporary Fiction
2012.0;Every Day;David Levithan;en;Intermediate;3.99;121863.0;1149.12;689472.0;Amazon Digital Services,  Inc,;Ja;Young Adult Fantasy/Romance
1991.0;Xenocide;Orson Scott Card;en;Intermediate;3.77;104467.0;1707.15;1024.29;Simon and Schuster Digital Sales Inc;Ja;Science Fiction
1596.0;The Merchant of Venice;William Shakespeare, Robert          Jackson, Barbara A, Mowat, Paul Werstine;en;Intermediate;3.78;115621.0;427.5;0.0;Amazon Digital Services,  Inc,;Ja;Classic Drama
1975.0;Shogun;James Clavell;en;Excellent;4.4;205654.0;2071.56;1242936.0;Hachette;Ja;Historical Fiction
2006.0;Lover Awakened (Black Dagger Brotherhood, #3);J,R, Ward;en;Famous;4.45;134249.0;1412.17;847302.0;Simon and Schuster Digital Sales Inc;Nein;Paranormal Romance
2015.0;A Court of Thorns and Roses;Sarah J, Maas;en;Excellent;4.29;167848.0;3650.19;2190114.0;Amazon Digital Services,  Inc,;Ja;Young Adult Fantasy/Romance
1989.0;Chicka Chicka Boom Boom;Bill Martin Jr,, John Archambault, Lois Ehlert;en;Excellent;4.21;105192.0;1097.25;658.35;Simon and Schuster Digital Sales Inc;Ja;Childrens Picture Book
2009.0;Smile;Raina Telgemeier;en;Excellent;4.19;98628.0;2618.07;1570842.0;Harper;Nein;Graphic Novel
1950.0; Animal Farm & 1984;George Orwell, Christopher Hitchens;en;Excellent;4.26;116197.0;267.3;0.0;Amazon Digital Services,  Inc,;Ja;Dystopian / Political Fiction
1996.0;The Deep End of the Ocean;Jacquelyn Mitchard;en;Intermediate;3.84;102733.0;267.3;0.0;Amazon Digital Services,  Inc,;Ja;Contemporary Fiction / Family Drama
2001.0;The Bonesetter's Daughter;Amy Tan;en;Intermediate;3.98;99926.0;263.34;0.0;Amazon Digital Services,  Inc,;Nein;Historical Fiction
1999.0;Angus, Thongs and Full-Frontal Snogging;Louise Rennison;en;Intermediate;3.74;112733.0;997.5;0.0;Amazon Digital Services,  Inc,;Ja;Young Adult
2012.0;Mr, Penumbra's 24-Hour Bookstore;Robin Sloan;en;Intermediate;3.75;110552.0;1719.85;1031.91;Hachette;Nein;Contemporary Fantasy / Magical Realism
1979.0;Flowers in the Attic;V,C, Andrews;en;Intermediate;3.79;109063.0;1877.82;1126692.0;Amazon Digital Services,  Inc,;Ja;Gothic Fiction / Thriller
2016.0;When Breath Becomes Air;Paul Kalanithi, Abraham Verghese;en;Excellent;4.32;116771.0;1041.39;0.0;Amazon Digital Services,  Inc,;Nein;Memoir / Biography
1990.0;Maniac Magee;Jerry Spinelli;en;Intermediate;3.86;99831.0;777.4;0.0;Amazon Digital Services,  Inc,;Ja;Childrens / Middle Grade
1999.0;Invisible Monsters;Chuck Palahniuk;en;Intermediate;4.0;54937.0;771.42;462852.0;Simon and Schuster Digital Sales Inc;Nein;Contemporary Fiction / Satire
2000.0;Gathering Blue;Lois Lowry;en;Intermediate;3.8;114917.0;997.5;0.0;Amazon Digital Services,  Inc,;Nein;Childrens / Middle Grade
1978.0;The Westing Game;Ellen Raskin;en;Excellent;4.03;117108.0;997.5;598.5;Amazon Digital Services,  Inc,;Ja;Mystery / Young Adult
2014.0;Red Rising;Pierce Brown;en;Excellent;4.26;104939.0;246.51;147906.0;Amazon Digital Services,  Inc,;Ja;Science Fiction
2008.0;The Way of Shadows;Brent Weeks;en;Excellent;4.15;109236.0;744.51;446706.0;Random;Nein;Fantasy / Epic
1988.0;The Bean Trees;Barbara Kingsolver;en;Intermediate;3.94;105032.0;1635.93;981558.0;Amazon Digital Services,  Inc,;Ja;Literary Fiction / Contemporary
2013.0;Walking Disaster;Jamie McGuire;en;Excellent;4.23;134022.0;3221.52;0.0;Amazon Digital Services,  Inc,;Nein;New Adult / Romance
2014.0;Words of Radiance;Brandon Sanderson;en;Famous;4.77;73572.0;741.52;444912.0;Harper;Nein;Fantasy / Epic
1988.0;Guess How Much I Love You;Sam McBratney, Anita Jeram;en;Excellent;4.36;104690.0;738.53;0.0;Amazon Digital Services,  Inc,;Ja;Childrens Picture Book
2001.0;The Fiery Cross;Diana Gabaldon;en;Excellent;4.26;103552.0;1141.14;684684.0;Penguin;Nein;Historical Fiction
1978.0;Night Shift;Stephen King, John D, MacDonald;en;Intermediate;3.96;104248.0;244.53;146718.0;Amazon Digital Services,  Inc,;Ja;Horror / Short Stories
1974.0;Jaws;Peter Benchley;en;Intermediate;3.96;102574.0;1227.54;736524.0;Simon and Schuster Digital Sales Inc;Ja;Thriller / Adventure
2005.0;The History of Love;Nicole Krauss;en;Intermediate;3.91;98379.0;977.55;0.0;Amazon Digital Services,  Inc,;Nein;Historical Fiction
1945.0;Pippi LÃÂ¥ngstrump;Astrid Lindgren, Lauren Child, Florence Lamborn, Nancy Seligsohn;en;Excellent;4.11;123065.0;977.55;586.53;Amazon Digital Services,  Inc,;Ja;Childrens / Middle Grade
2006.0;The Elegance of the Hedgehog;Muriel Barbery, Alison Anderson;en;Intermediate;3.73;195.0;1698.57;1019142.0;Hachette;Nein;Literary Fiction / Philosophical
2005.0;Team of Rivals: The Political Genius of Abraham Lincoln;Doris Kearns Goodwin, Suzanne Toren;en;Excellent;4.3;102923.0;726.57;435942.0;Amazon Digital Services,  Inc,;Nein;Biography / History
2010.0;Dead in the Family;Charlaine Harris;en;Intermediate;3.88;127379.0;1494.45;896.67;Amazon Digital Services,  Inc,;Nein;Mystery / Urban Fantasy
1947.0;La peste;Albert Camus, Stuart Gilbert;en;Intermediate;3.97;95803.0;965.58;0.0;Amazon Digital Services,  Inc,;Ja;Philosophical Fiction / Absurdist
1999.0;The Reptile Room;Lemony Snicket, Brett Helquist;en;Intermediate;3.95;130213.0;1202.59;721554.0;Simon and Schuster Digital Sales Inc;Nein;Young Adult / Mystery
2012.0;Brain on Fire;Susannah Cahalan;en;Intermediate;4.0;92849.0;2566.65;1539.99;Hachette;Ja;Memoir / Biography
2007.0;Wicked Lovely ;Melissa Marr;en;Intermediate;3.69;131034.0;1197.6;718.56;Simon and Schuster Digital Sales Inc;Ja;Young Adult / Fantasy
1941.0;Curious George;H,A, Rey;en;Excellent;4.13;105473.0;236.61;141966.0;Amazon Digital Services,  Inc,;Ja;Childrens Picture Book
1979.0;Die unendliche Geschichte;Michael Ende, Ralph Manheim, Roswitha Quadflieg;en;Excellent;4.17;109110.0;953.61;0.0;Amazon Digital Services,  Inc,;Ja;Fantasy / Classic
1998.0;A Beautiful Mind;Sylvia Nasar;en;Excellent;4.12;98276.0;1544.62;926772.0;Random;Ja;Biography / Memoir
1906.0;The Jungle;Upton Sinclair, Earl Lee, Kathleen DeGrave;en;Intermediate;3.72;97468.0;1419.63;851778.0;Random;Nein;Social Criticism / Historical Fiction
2008.0;The Summoning;Kelley Armstrong;en;Excellent;4.03;132285.0;471.63;0.0;Amazon Digital Services,  Inc,;Nein;Fantasy / Paranormal
1985.0;The Man Who Mistook His Wife for a Hat and Other Clinical Tales;Oliver Sacks;en;Excellent;4.04;102419.0;1182.63;709578.0;Random;Nein;Medical Non-Fiction / Neurology
1978.0;Storm Island;Ken Follett;en;Excellent;4.16;93475.0;708.63;0.0;Amazon Digital Services,  Inc,;Nein;Historical Fiction
2000.0;The Blind Assassin;Margaret Atwood;en;Intermediate;3.95;98464.0;1885.64;1131384.0;Harper;Nein;Historical Fiction
2014.0;Hollow City;Ransom Riggs;en;Excellent;4.07;73149.0;1642.65;985.59;Penguin;Nein;Young Adult / Fantasy
1999.0;House of Sand and Fog;Andre Dubus III;en;Intermediate;3.83;55381.0;933.66;560196.0;Amazon Digital Services,  Inc,;Ja;Literary Fiction / Drama
2014.0;The Girl with All the Gifts;M,R, Carey;en;Intermediate;3.93;99729.0;463.67;278202.0;Simon and Schuster Digital Sales Inc;Ja;Horror / Post-Apocalyptic
1930.0;As I Lay Dying;William Faulkner;en;Intermediate;3.72;103547.0;461.68;277008.0;Harper;Nein;Southern Gothic / Literary Fiction
1955.0;Harold and the Purple Crayon;Crockett Johnson;en;Excellent;4.24;107221.0;925.68;0.0;Amazon Digital Services,  Inc,;Nein;Childrens Picture Book
2006.0;Lover Eternal (Black Dagger Brotherhood, #2);J,R, Ward;en;Excellent;4.35;137558.0;2460.15;1476.09;Random;Nein;Paranormal Romance
1953.0;Foundation;Isaac Asimov;en;Excellent;4.23;579.0;690.69;414414.0;Harper;Nein;Science Fiction
2001.0;Fool Moon ;Jim Butcher;en;Excellent;4.04;111371.0;687.7;412.62;Macmillan;Ja;Fiction / Urban Fantasy
2011.0;David and Goliath;Malcolm Gladwell;en;Intermediate;3.9;90083.0;2509.3;1505.58;Random;Nein;Non-Fiction / Psychology / Sociology
1989.0;Guards! Guards!;Terry Pratchett;en;Excellent;4.32;108652.0;1142.71;0.0;Amazon Digital Services,  Inc,;Ja;Fantasy
2005.0;The Year of Magical Thinking;Joan Didion;en;Intermediate;3.86;94590.0;909.72;0.0;Amazon Digital Services,  Inc,;Ja;Biography
2003.0;We Need to Talk About Kevin;Lionel Shriver;en;Excellent;4.07;101343.0;5902.92;3541752.0;Harper;Ja;Psychological Thriller / Drama
1973.0;Rendezvous with Rama;Arthur C, Clarke;en;Excellent;4.06;93151.0;1468.69;881214.0;Amazon Digital Services,  Inc,;Ja;Science Fiction
