Publishing_Year,Book_Name,Author,Language_Code,Author_Rating,Book_Average_Rating,Book_Ratings_Count,Genre,Gross_Sales,Publisher_Revenue,Sale_Price,Sale_Rank,Publisher,Units_Sold
2004,Nicht Bestseller Buch 209,Autor 128,EN,2.37,2.85,5,Sachbuch,1085,13433.92,8.01,736194,Selbstverlag,1085
2018,Nicht Bestseller Buch 210,Autor 36,FR,3.38,2.5,10,Sachbuch,1347,10151.27,16.83,801506,Verlag C,1347
2020,Nicht Bestseller Buch 211,Autor 44,FR,3.39,1.75,4,Sachbuch,600,8524.11,17.91,829585,Verlag A,600
2009,Nicht Bestseller Buch 212,Autor 179,EN,2.74,2.93,9,Biografie,1077,15171.32,18.79,772108,Selbstverlag,1077
2002,Nicht Bestseller Buch 213,Autor 21,EN,2.0,2.64,7,Sachbuch,1571,22420.11,21.42,675429,Verlag C,1571
2013,Nicht Bestseller Buch 214,Autor 157,DE,3.32,1.96,9,Biografie,1137,15568.82,15.21,865762,Verlag B,1137
2008,Nicht Bestseller Buch 215,Autor 187,DE,2.74,2.47,3,Science Fiction,254,3640.56,6.16,710903,Verlag B,254
2000,Nicht Bestseller Buch 216,Autor 157,FR,2.51,1.56,3,Roman,319,3691.58,13.84,545485,Verlag C,319
2021,Nicht Bestseller Buch 217,Autor 101,EN,3.28,2.44,8,Sachbuch,1534,9226.19,13.32,860312,Verlag C,1534
2008,Nicht Bestseller Buch 218,Autor 153,ES,2.49,1.72,4,Roman,562,3147.45,14.93,481270,Verlag A,562
2018,Nicht Bestseller Buch 219,Autor 85,ES,2.01,2.71,9,Thriller,330,4461.19,21.21,522889,Verlag A,330
2002,Nicht Bestseller Buch 220,Autor 80,FR,2.42,2.58,12,Sachbuch,836,6248.96,17.78,919672,Selbstverlag,836
2024,Nicht Bestseller Buch 221,Autor 143,DE,3.18,2.14,3,Biografie,1021,8396.24,15.9,715218,Verlag A,1021
2011,Nicht Bestseller Buch 222,Autor 32,EN,2.36,2.01,4,Thriller,423,2129.82,7.61,693992,Verlag A,423
2013,Nicht Bestseller Buch 223,Autor 157,EN,2.96,2.58,13,Roman,1305,16675.91,6.01,627510,Verlag C,1305
2003,Nicht Bestseller Buch 224,Autor 143,FR,2.32,2.4,12,Fantasy,1367,9504.57,19.41,753975,Verlag A,1367
2013,Nicht Bestseller Buch 225,Autor 93,FR,2.15,1.55,0,Thriller,1622,20441.98,19.81,751323,Verlag C,1622
2020,Nicht Bestseller Buch 226,Autor 74,EN,2.87,2.82,2,Thriller,1392,16430.58,12.87,445586,Verlag B,1392
2017,Nicht Bestseller Buch 227,Autor 199,FR,2.89,3.43,9,Biografie,113,625.56,13.43,429962,Verlag C,113
2001,Nicht Bestseller Buch 228,Autor 51,FR,3.11,3.27,12,Science Fiction,175,1186.15,20.95,596821,Verlag B,175
2024,Nicht Bestseller Buch 229,Autor 92,ES,2.77,3.02,3,Biografie,434,6293.94,24.1,676642,Verlag A,434
2022,Nicht Bestseller Buch 230,Autor 188,EN,2.4,2.21,10,Science Fiction,561,3001.78,9.65,746444,Verlag C,561
2022,Nicht Bestseller Buch 231,Autor 163,ES,3.24,1.64,12,Fantasy,1778,10158.81,12.98,410229,Verlag C,1778
2023,Nicht Bestseller Buch 232,Autor 105,DE,2.16,3.41,14,Thriller,1313,11847.0,11.71,325927,Verlag C,1313
2014,Nicht Bestseller Buch 233,Autor 25,ES,2.77,2.37,7,Fantasy,1018,10479.82,20.97,403347,Verlag A,1018
2024,Nicht Bestseller Buch 234,Autor 55,FR,2.11,1.79,1,Science Fiction,322,1811.4,8.88,437486,Selbstverlag,322
2001,Nicht Bestseller Buch 235,Autor 68,FR,2.39,1.58,8,Fantasy,1277,9115.21,16.21,952667,Verlag C,1277
2012,Nicht Bestseller Buch 236,Autor 142,EN,2.95,3.3,2,Science Fiction,1247,8993.54,22.91,631183,Verlag A,1247
2023,Nicht Bestseller Buch 237,Autor 83,DE,2.27,3.17,0,Fantasy,1850,25753.75,14.55,680523,Verlag B,1850
2020,Nicht Bestseller Buch 238,Autor 163,DE,2.98,3.49,11,Roman,1377,12025.56,22.06,879503,Verlag B,1377
2019,Nicht Bestseller Buch 239,Autor 5,FR,2.07,1.83,9,Thriller,817,4860.43,11.6,821337,Selbstverlag,817
2011,Nicht Bestseller Buch 240,Autor 194,FR,2.71,2.19,11,Science Fiction,965,4835.73,14.53,940440,Selbstverlag,965
2011,Nicht Bestseller Buch 241,Autor 104,ES,3.48,1.97,0,Roman,217,1619.81,11.94,590761,Verlag C,217
2010,Nicht Bestseller Buch 242,Autor 42,DE,2.25,3.4,12,Science Fiction,878,13062.23,9.37,922638,Verlag C,878
2016,Nicht Bestseller Buch 243,Autor 39,ES,3.29,2.43,4,Roman,1931,22918.86,16.89,333267,Selbstverlag,1931
2001,Nicht Bestseller Buch 244,Autor 101,ES,3.38,2.82,11,Fantasy,1325,9637.9,17.14,740843,Selbstverlag,1325
2022,Nicht Bestseller Buch 245,Autor 96,FR,2.67,2.77,0,Biografie,1041,10095.48,9.39,323922,Selbstverlag,1041
2018,Nicht Bestseller Buch 246,Autor 43,EN,2.85,2.96,7,Sachbuch,920,7424.34,23.45,657157,Selbstverlag,920
2019,Nicht Bestseller Buch 247,Autor 2,DE,2.99,2.2,2,Science Fiction,1810,17488.21,11.82,784200,Selbstverlag,1810
2002,Nicht Bestseller Buch 248,Autor 105,DE,3.23,2.05,6,Roman,1993,21548.42,14.16,864889,Verlag C,1993
2024,Nicht Bestseller Buch 249,Autor 32,FR,2.66,2.06,2,Thriller,1023,8649.74,16.27,615762,Selbstverlag,1023
2021,Nicht Bestseller Buch 250,Autor 137,DE,2.87,2.47,8,Sachbuch,1851,16943.73,6.46,778364,Selbstverlag,1851
2010,Nicht Bestseller Buch 251,Autor 171,FR,2.93,3.46,4,Biografie,973,11573.2,18.28,954457,Selbstverlag,973
2022,Nicht Bestseller Buch 252,Autor 149,FR,3.47,1.95,6,Thriller,654,6616.04,7.76,934138,Verlag C,654
2016,Nicht Bestseller Buch 253,Autor 30,DE,3.08,2.94,2,Roman,818,7717.63,21.44,381612,Verlag B,818
2014,Nicht Bestseller Buch 254,Autor 113,DE,3.45,2.17,10,Fantasy,941,8106.33,5.68,599728,Selbstverlag,941
2001,Nicht Bestseller Buch 255,Autor 131,EN,3.31,2.42,6,Biografie,978,10103.37,15.59,365543,Selbstverlag,978
2011,Nicht Bestseller Buch 256,Autor 90,ES,2.44,1.72,6,Thriller,311,1687.08,7.41,631699,Verlag C,311
2024,Nicht Bestseller Buch 257,Autor 50,DE,2.95,1.72,15,Sachbuch,891,11875.66,6.46,834671,Selbstverlag,891
2001,Nicht Bestseller Buch 258,Autor 171,ES,2.75,3.34,15,Roman,1189,15707.81,10.36,626292,Selbstverlag,1189
2004,Nicht Bestseller Buch 259,Autor 4,FR,2.46,2.98,13,Science Fiction,1763,25135.21,15.9,410321,Verlag A,1763
2022,Nicht Bestseller Buch 260,Autor 89,EN,2.37,2.05,13,Science Fiction,1664,8667.49,6.69,615142,Selbstverlag,1664
2001,Nicht Bestseller Buch 261,Autor 69,EN,2.27,2.53,11,Thriller,1572,20384.98,20.08,506234,Verlag A,1572
2000,Nicht Bestseller Buch 262,Autor 87,ES,2.19,2.58,5,Fantasy,1544,18149.87,21.08,448003,Verlag B,1544
2020,Nicht Bestseller Buch 263,Autor 48,FR,3.28,1.79,9,Roman,976,8902.05,24.1,962299,Verlag B,976
2010,Nicht Bestseller Buch 264,Autor 185,ES,2.92,1.62,3,Thriller,1202,6308.18,10.25,398941,Selbstverlag,1202
2008,Nicht Bestseller Buch 265,Autor 105,EN,2.08,2.34,6,Biografie,1593,11821.87,18.06,931219,Selbstverlag,1593
2010,Nicht Bestseller Buch 266,Autor 190,FR,2.26,3.26,5,Sachbuch,1173,15231.7,13.55,528689,Selbstverlag,1173
2014,Nicht Bestseller Buch 267,Autor 22,FR,3.01,2.74,14,Biografie,1388,17419.85,7.54,887429,Verlag B,1388
2020,Nicht Bestseller Buch 268,Autor 155,FR,2.56,2.42,5,Thriller,1656,23558.6,17.37,325631,Verlag B,1656
2016,Nicht Bestseller Buch 269,Autor 103,ES,3.45,2.36,8,Biografie,1359,13092.7,11.63,841786,Selbstverlag,1359
2010,Nicht Bestseller Buch 270,Autor 138,EN,3.18,1.75,7,Fantasy,1467,8534.27,15.98,630457,Selbstverlag,1467
2018,Nicht Bestseller Buch 271,Autor 1,FR,2.1,2.64,10,Science Fiction,1705,12894.66,23.57,876388,Verlag B,1705
2008,Nicht Bestseller Buch 272,Autor 88,FR,2.12,1.7,4,Sachbuch,298,3807.15,12.36,888831,Verlag C,298
2008,Nicht Bestseller Buch 273,Autor 160,DE,2.59,2.05,9,Fantasy,451,2540.77,21.85,786882,Verlag A,451
2017,Nicht Bestseller Buch 274,Autor 182,DE,2.62,3.17,11,Fantasy,407,2392.56,21.28,710512,Verlag A,407
2023,Nicht Bestseller Buch 275,Autor 75,DE,3.23,2.27,5,Biografie,127,1188.85,17.23,318375,Verlag A,127
2014,Nicht Bestseller Buch 276,Autor 28,DE,3.33,2.56,10,Biografie,1855,11913.44,10.73,578281,Verlag B,1855
2002,Nicht Bestseller Buch 277,Autor 165,FR,2.86,2.01,4,Biografie,869,9801.76,5.23,458748,Verlag A,869
2006,Nicht Bestseller Buch 278,Autor 95,EN,3.01,2.08,5,Science Fiction,391,2007.71,21.72,751936,Verlag C,391
2015,Nicht Bestseller Buch 279,Autor 188,ES,2.25,3.37,5,Biografie,339,5036.73,10.89,576092,Verlag C,339
2002,Nicht Bestseller Buch 280,Autor 92,DE,3.18,3.14,12,Sachbuch,1403,12815.78,9.33,815365,Verlag A,1403
2022,Nicht Bestseller Buch 281,Autor 60,ES,2.6,3.41,1,Thriller,734,8084.36,19.16,454609,Verlag B,734
2021,Nicht Bestseller Buch 282,Autor 97,ES,2.57,3.3,7,Roman,1802,23518.29,15.19,341246,Selbstverlag,1802
2010,Nicht Bestseller Buch 283,Autor 178,DE,2.22,3.14,14,Sachbuch,935,5867.92,13.85,829964,Verlag B,935
2010,Nicht Bestseller Buch 284,Autor 95,EN,3.15,2.08,8,Thriller,832,11355.64,11.8,550761,Verlag A,832
2000,Nicht Bestseller Buch 285,Autor 61,ES,3.1,2.37,8,Roman,1178,15244.58,14.17,509458,Verlag B,1178
2001,Nicht Bestseller Buch 286,Autor 186,ES,3.5,1.56,4,Biografie,1301,17203.96,6.82,759580,Verlag B,1301
2015,Nicht Bestseller Buch 287,Autor 126,FR,3.36,1.95,1,Roman,358,2413.71,21.67,405985,Verlag C,358
2000,Nicht Bestseller Buch 288,Autor 168,DE,3.27,3.2,1,Science Fiction,656,5329.15,21.77,863807,Verlag B,656
2005,Nicht Bestseller Buch 289,Autor 65,FR,2.2,2.36,5,Science Fiction,1775,15247.33,10.14,512855,Verlag A,1775
2020,Nicht Bestseller Buch 290,Autor 18,EN,2.78,2.01,5,Science Fiction,1121,14144.48,10.3,627074,Verlag A,1121
2005,Nicht Bestseller Buch 291,Autor 188,FR,2.47,2.5,3,Sachbuch,339,3946.36,16.47,867319,Verlag A,339
2006,Nicht Bestseller Buch 292,Autor 83,ES,3.2,1.51,9,Science Fiction,109,690.98,12.54,622799,Selbstverlag,109
2009,Nicht Bestseller Buch 293,Autor 74,EN,2.48,2.45,14,Science Fiction,1604,10808.16,6.05,870988,Verlag C,1604
2003,Nicht Bestseller Buch 294,Autor 2,EN,3.43,1.78,14,Biografie,345,5102.53,13.45,835629,Verlag A,345
2001,Nicht Bestseller Buch 295,Autor 173,FR,2.57,2.24,0,Roman,564,5877.32,19.12,667038,Selbstverlag,564
2000,Nicht Bestseller Buch 296,Autor 124,EN,2.62,2.33,5,Fantasy,1287,13553.73,18.88,913966,Verlag C,1287
2019,Nicht Bestseller Buch 297,Autor 107,FR,2.61,2.76,14,Sachbuch,1653,24391.01,10.79,437099,Verlag B,1653
2010,Nicht Bestseller Buch 298,Autor 2,EN,2.36,2.9,8,Science Fiction,517,3666.77,23.36,663299,Verlag B,517
2003,Nicht Bestseller Buch 299,Autor 195,EN,2.61,2.06,1,Roman,1628,22912.94,15.18,642361,Selbstverlag,1628
2005,Nicht Bestseller Buch 300,Autor 194,ES,2.46,2.71,12,Fantasy,933,13338.93,12.5,748347,Selbstverlag,933
2004,Nicht Bestseller Buch 301,Autor 139,DE,3.43,3.07,8,Roman,986,5770.71,15.61,710628,Verlag C,986
2000,Nicht Bestseller Buch 302,Autor 43,ES,2.06,1.82,7,Sachbuch,1237,12660.5,6.4,733727,Verlag A,1237
2014,Nicht Bestseller Buch 303,Autor 169,EN,2.62,2.53,10,Biografie,1227,7130.45,17.15,371554,Selbstverlag,1227
2007,Nicht Bestseller Buch 304,Autor 28,FR,3.45,3.03,1,Thriller,1334,19284.9,7.12,436688,Selbstverlag,1334
2016,Nicht Bestseller Buch 305,Autor 156,DE,3.05,1.57,13,Science Fiction,566,5260.23,11.88,448803,Verlag C,566
2009,Nicht Bestseller Buch 306,Autor 103,FR,2.78,1.71,9,Biografie,1003,8795.09,9.1,532947,Verlag A,1003
2020,Nicht Bestseller Buch 307,Autor 102,ES,3.27,2.53,6,Fantasy,955,7391.95,15.15,423617,Verlag C,955
2020,Nicht Bestseller Buch 308,Autor 17,ES,2.93,2.65,15,Science Fiction,1076,9552.21,7.38,773102,Verlag A,1076
2005,Nicht Bestseller Buch 309,Autor 68,DE,2.34,1.85,5,Biografie,424,5715.91,12.62,398991,Verlag A,424
2006,Nicht Bestseller Buch 310,Autor 42,EN,2.83,2.82,11,Sachbuch,797,7765.86,15.64,521309,Selbstverlag,797
2019,Nicht Bestseller Buch 311,Autor 113,FR,2.64,2.12,7,Science Fiction,1340,12842.0,22.93,420899,Selbstverlag,1340
2017,Nicht Bestseller Buch 312,Autor 150,DE,2.57,1.97,5,Sachbuch,1488,19751.98,11.21,480400,Selbstverlag,1488
2023,Nicht Bestseller Buch 313,Autor 37,EN,3.12,2.93,11,Thriller,1262,10448.6,23.19,873295,Selbstverlag,1262
2021,Nicht Bestseller Buch 314,Autor 99,ES,2.23,3.09,8,Science Fiction,366,4861.7,11.16,405239,Verlag B,366
2003,Nicht Bestseller Buch 315,Autor 112,EN,2.68,2.38,13,Science Fiction,1908,18376.93,11.56,836656,Selbstverlag,1908
2005,Nicht Bestseller Buch 316,Autor 184,EN,2.07,2.88,3,Fantasy,1431,8849.52,5.89,631325,Selbstverlag,1431
2019,Nicht Bestseller Buch 317,Autor 17,DE,2.5,2.33,5,Sachbuch,1083,9573.32,17.48,611679,Verlag B,1083
2004,Nicht Bestseller Buch 318,Autor 160,DE,2.36,2.1,5,Biografie,219,1887.68,9.31,704451,Verlag C,219
2002,Nicht Bestseller Buch 319,Autor 162,ES,2.0,2.8,7,Roman,814,12114.33,23.46,725424,Selbstverlag,814
2002,Nicht Bestseller Buch 320,Autor 36,FR,3.12,2.12,12,Sachbuch,1371,8374.05,7.96,587204,Verlag A,1371
2006,Nicht Bestseller Buch 321,Autor 81,ES,2.43,3.49,9,Fantasy,259,2632.99,24.26,366254,Verlag A,259
2017,Nicht Bestseller Buch 322,Autor 157,FR,2.48,1.7,10,Thriller,1371,16244.07,11.38,471616,Selbstverlag,1371
2016,Nicht Bestseller Buch 323,Autor 188,EN,3.27,3.11,12,Biografie,1496,10604.48,17.73,848378,Selbstverlag,1496
2018,Nicht Bestseller Buch 324,Autor 35,DE,2.4,2.05,15,Thriller,970,5530.23,6.51,639535,Verlag C,970
2013,Nicht Bestseller Buch 325,Autor 42,EN,3.26,3.2,5,Fantasy,1764,22423.81,20.85,922681,Selbstverlag,1764
2008,Nicht Bestseller Buch 326,Autor 145,EN,3.19,3.22,11,Biografie,536,4495.89,11.78,680278,Verlag A,536
2000,Nicht Bestseller Buch 327,Autor 128,EN,2.58,2.26,7,Sachbuch,1086,9188.0,10.95,332703,Selbstverlag,1086
2012,Nicht Bestseller Buch 328,Autor 97,DE,3.27,1.88,3,Sachbuch,751,6899.07,5.55,861605,Verlag C,751
2013,Nicht Bestseller Buch 329,Autor 144,EN,2.14,3.16,6,Thriller,1888,27002.03,20.23,601935,Verlag C,1888
2003,Nicht Bestseller Buch 330,Autor 192,FR,2.26,2.52,1,Sachbuch,789,5628.99,12.07,908213,Verlag B,789
2018,Nicht Bestseller Buch 331,Autor 47,DE,2.57,2.98,5,Biografie,770,11357.81,9.64,554734,Verlag B,770
2011,Nicht Bestseller Buch 332,Autor 82,ES,2.82,2.18,1,Fantasy,436,3480.35,22.42,500181,Verlag C,436
2019,Nicht Bestseller Buch 333,Autor 6,DE,2.01,2.22,5,Fantasy,407,5752.59,14.93,576121,Verlag C,407
2010,Nicht Bestseller Buch 334,Autor 1,FR,2.42,1.9,6,Roman,212,1434.46,10.87,684010,Verlag C,212
2001,Nicht Bestseller Buch 335,Autor 26,FR,2.18,2.93,12,Science Fiction,1072,11694.92,24.63,954686,Verlag A,1072
2015,Nicht Bestseller Buch 336,Autor 185,FR,2.81,1.88,6,Sachbuch,733,9803.8,18.79,547643,Verlag C,733
2005,Nicht Bestseller Buch 337,Autor 58,FR,2.56,3.43,0,Biografie,183,2328.42,6.29,915509,Verlag B,183
2010,Nicht Bestseller Buch 338,Autor 95,ES,2.92,3.24,6,Science Fiction,696,4044.98,11.48,465022,Selbstverlag,696
2017,Nicht Bestseller Buch 339,Autor 81,FR,2.59,2.15,14,Fantasy,697,6221.74,19.42,428922,Selbstverlag,697
2006,Nicht Bestseller Buch 340,Autor 15,FR,2.56,2.78,3,Fantasy,267,1676.11,6.76,753862,Verlag A,267
2016,Nicht Bestseller Buch 341,Autor 132,DE,2.93,3.48,0,Science Fiction,792,9723.16,24.57,639924,Selbstverlag,792
2012,Nicht Bestseller Buch 342,Autor 84,EN,3.35,3.02,10,Thriller,1889,20157.24,18.72,761361,Verlag B,1889
2020,Nicht Bestseller Buch 343,Autor 48,ES,2.89,2.2,4,Biografie,1113,6958.79,24.05,537876,Selbstverlag,1113
2014,Nicht Bestseller Buch 344,Autor 117,ES,2.61,3.03,7,Sachbuch,929,4826.26,8.76,858571,Selbstverlag,929
2016,Nicht Bestseller Buch 345,Autor 182,ES,3.15,1.89,1,Thriller,837,11920.32,18.69,707323,Selbstverlag,837
2012,Nicht Bestseller Buch 346,Autor 182,EN,2.02,2.99,11,Thriller,1800,16781.89,18.07,630071,Verlag A,1800
2007,Nicht Bestseller Buch 347,Autor 78,FR,2.36,1.62,1,Fantasy,1384,15545.55,11.54,741209,Verlag C,1384
2013,Nicht Bestseller Buch 348,Autor 118,FR,3.29,2.62,11,Sachbuch,1188,10880.61,16.64,914593,Verlag C,1188
2021,Nicht Bestseller Buch 349,Autor 144,ES,2.9,2.55,7,Biografie,489,4164.99,22.37,921745,Verlag A,489
2002,Nicht Bestseller Buch 350,Autor 121,ES,3.17,3.08,2,Roman,279,3622.44,21.95,854469,Selbstverlag,279
2008,Nicht Bestseller Buch 351,Autor 63,FR,2.68,2.67,3,Fantasy,1897,22076.06,14.91,722604,Verlag A,1897
2003,Nicht Bestseller Buch 352,Autor 125,EN,2.6,3.4,10,Biografie,1418,19917.91,21.04,703852,Verlag B,1418
2021,Nicht Bestseller Buch 353,Autor 74,DE,3.31,3.45,7,Science Fiction,1946,28449.04,21.2,703648,Selbstverlag,1946
2024,Nicht Bestseller Buch 354,Autor 76,EN,3.06,2.97,0,Fantasy,471,6800.81,22.99,603770,Verlag C,471
2020,Nicht Bestseller Buch 355,Autor 28,EN,2.81,2.16,9,Fantasy,1196,11290.22,20.28,380147,Selbstverlag,1196
2020,Nicht Bestseller Buch 356,Autor 7,FR,2.56,2.11,7,Fantasy,324,3839.03,14.04,500652,Verlag C,324
2022,Nicht Bestseller Buch 357,Autor 142,FR,2.71,2.44,12,Science Fiction,1467,19179.26,22.79,750674,Verlag C,1467
2002,Nicht Bestseller Buch 358,Autor 106,FR,2.84,1.65,8,Biografie,1309,13477.84,22.86,836996,Selbstverlag,1309
2014,Nicht Bestseller Buch 359,Autor 1,EN,2.23,1.82,6,Biografie,1071,7623.94,13.25,301023,Verlag A,1071
2022,Nicht Bestseller Buch 360,Autor 31,ES,3.1,1.8,12,Thriller,1492,9508.33,11.81,529415,Selbstverlag,1492
2018,Nicht Bestseller Buch 361,Autor 61,DE,2.57,2.21,12,Biografie,136,1261.58,12.61,796883,Verlag A,136
2000,Nicht Bestseller Buch 362,Autor 53,ES,2.86,2.75,9,Biografie,1805,20768.71,6.65,583639,Verlag B,1805
2006,Nicht Bestseller Buch 363,Autor 20,EN,3.01,3.25,7,Sachbuch,531,7184.84,13.63,456000,Selbstverlag,531
2001,Nicht Bestseller Buch 364,Autor 2,DE,2.72,1.64,1,Thriller,1284,8718.23,16.13,367503,Verlag B,1284
2003,Nicht Bestseller Buch 365,Autor 25,DE,2.3,2.45,13,Sachbuch,562,4621.19,6.45,969078,Verlag C,562
2023,Nicht Bestseller Buch 366,Autor 149,EN,3.43,1.69,6,Sachbuch,1029,15404.55,20.8,381711,Verlag A,1029
2005,Nicht Bestseller Buch 367,Autor 102,EN,2.71,2.27,13,Sachbuch,1439,18413.86,21.85,960373,Selbstverlag,1439
2009,Nicht Bestseller Buch 368,Autor 73,FR,2.54,1.5,11,Thriller,1828,25351.76,12.89,856750,Verlag B,1828
2002,Nicht Bestseller Buch 369,Autor 121,DE,3.06,1.96,8,Biografie,1220,16505.94,11.35,852220,Verlag B,1220
2012,Nicht Bestseller Buch 370,Autor 155,DE,2.72,2.25,10,Roman,1585,9637.06,9.18,744671,Verlag C,1585
2011,Nicht Bestseller Buch 371,Autor 55,FR,2.48,3.49,9,Science Fiction,1969,29154.05,23.34,628145,Verlag B,1969
2003,Nicht Bestseller Buch 372,Autor 35,ES,2.48,2.52,9,Sachbuch,190,1028.97,20.73,582205,Verlag C,190
2024,Nicht Bestseller Buch 373,Autor 1,FR,3.28,2.41,3,Science Fiction,114,1314.11,9.81,450427,Verlag B,114
2016,Nicht Bestseller Buch 374,Autor 121,FR,2.01,2.44,6,Fantasy,1175,9518.42,10.33,893700,Verlag C,1175
2006,Nicht Bestseller Buch 375,Autor 110,DE,3.3,3.36,11,Sachbuch,1130,10744.74,17.11,685270,Selbstverlag,1130
2007,Nicht Bestseller Buch 376,Autor 134,DE,3.48,1.76,9,Biografie,1906,16729.6,9.68,390646,Selbstverlag,1906
2005,Nicht Bestseller Buch 377,Autor 115,DE,2.91,3.25,13,Thriller,116,1171.26,9.52,760546,Selbstverlag,116
2012,Nicht Bestseller Buch 378,Autor 182,EN,3.5,3.48,0,Thriller,852,10461.12,19.74,899039,Selbstverlag,852
2002,Nicht Bestseller Buch 379,Autor 145,FR,3.47,3.08,4,Fantasy,1804,20907.77,14.51,516081,Verlag A,1804
2009,Nicht Bestseller Buch 380,Autor 122,DE,2.68,2.01,15,Thriller,346,4145.24,22.86,589802,Selbstverlag,346
2018,Nicht Bestseller Buch 381,Autor 101,DE,2.11,2.85,9,Biografie,437,6496.99,17.9,381206,Verlag B,437
2008,Nicht Bestseller Buch 382,Autor 166,DE,2.01,2.75,2,Biografie,428,2316.44,12.65,321701,Verlag B,428
2003,Nicht Bestseller Buch 383,Autor 151,DE,2.71,2.77,7,Sachbuch,1375,11009.27,9.84,380788,Verlag B,1375
2012,Nicht Bestseller Buch 384,Autor 88,DE,2.16,1.68,0,Fantasy,1893,10891.61,5.78,302234,Selbstverlag,1893
2024,Nicht Bestseller Buch 385,Autor 14,ES,3.32,3.49,9,Science Fiction,1641,15948.0,23.79,716620,Verlag C,1641
2022,Nicht Bestseller Buch 386,Autor 200,FR,3.05,2.01,8,Fantasy,403,4394.54,18.41,982235,Selbstverlag,403
2001,Nicht Bestseller Buch 387,Autor 46,ES,2.72,3.42,1,Fantasy,741,6635.0,18.62,495146,Verlag A,741
2003,Nicht Bestseller Buch 388,Autor 32,ES,2.12,2.8,5,Science Fiction,1488,11362.99,12.53,801292,Verlag C,1488
2024,Nicht Bestseller Buch 389,Autor 172,ES,3.18,3.43,0,Fantasy,726,8172.93,19.07,557530,Verlag C,726
2011,Nicht Bestseller Buch 390,Autor 188,EN,2.32,2.66,1,Science Fiction,891,12484.97,23.42,599647,Verlag A,891
2020,Nicht Bestseller Buch 391,Autor 76,DE,2.01,3.34,6,Sachbuch,163,2271.5,21.2,337629,Verlag A,163
2014,Nicht Bestseller Buch 392,Autor 18,EN,2.77,2.75,4,Roman,1793,12167.5,22.33,732782,Verlag B,1793
2005,Nicht Bestseller Buch 393,Autor 75,DE,3.5,2.38,8,Sachbuch,1364,10351.4,17.53,648144,Verlag C,1364
2011,Nicht Bestseller Buch 394,Autor 133,FR,3.17,2.51,13,Thriller,384,4517.44,11.86,604187,Verlag A,384
2020,Nicht Bestseller Buch 395,Autor 79,FR,2.18,2.41,0,Thriller,1800,24132.41,10.8,682427,Verlag B,1800
2012,Nicht Bestseller Buch 396,Autor 185,ES,2.44,3.25,15,Roman,1214,17114.68,6.78,314174,Verlag B,1214
2017,Nicht Bestseller Buch 397,Autor 194,FR,3.25,3.11,12,Fantasy,183,1809.39,7.38,356795,Verlag C,183
2024,Nicht Bestseller Buch 398,Autor 197,DE,2.01,3.33,0,Science Fiction,1256,13773.43,17.46,676804,Verlag B,1256
2020,Nicht Bestseller Buch 399,Autor 186,ES,2.32,2.26,10,Biografie,1093,13830.58,15.98,819446,Verlag A,1093
2001,Nicht Bestseller Buch 400,Autor 198,DE,3.33,3.09,8,Thriller,1290,14222.27,13.32,862281,Verlag A,1290
2001,Nicht Bestseller Buch 401,Autor 188,FR,2.74,1.68,11,Biografie,341,1835.56,7.49,396076,Verlag A,341
2002,Nicht Bestseller Buch 402,Autor 57,ES,2.91,2.98,13,Science Fiction,1375,15939.3,23.67,639523,Selbstverlag,1375
2006,Nicht Bestseller Buch 403,Autor 141,EN,2.32,2.26,14,Sachbuch,1604,10620.61,10.7,596938,Verlag A,1604
2020,Nicht Bestseller Buch 404,Autor 172,ES,3.48,1.82,13,Biografie,1295,10732.06,22.0,377632,Verlag B,1295
2003,Nicht Bestseller Buch 405,Autor 195,EN,3.05,2.2,11,Fantasy,390,3649.72,15.35,319086,Verlag B,390
2002,Nicht Bestseller Buch 406,Autor 26,FR,2.16,2.99,12,Science Fiction,234,1268.43,13.69,369345,Verlag B,234
2022,Nicht Bestseller Buch 407,Autor 171,DE,2.8,3.22,12,Biografie,1501,18433.33,21.79,501026,Verlag A,1501
2012,Nicht Bestseller Buch 408,Autor 144,DE,2.72,2.3,9,Sachbuch,1657,13126.29,23.89,504470,Verlag B,1657
2019,Nicht Bestseller Buch 409,Autor 116,DE,3.29,2.47,12,Fantasy,1861,12319.3,21.56,880726,Selbstverlag,1861
2000,Nicht Bestseller Buch 410,Autor 91,EN,3.34,3.12,8,Thriller,364,3277.61,9.33,715599,Verlag B,364
2022,Nicht Bestseller Buch 411,Autor 48,FR,2.48,3.08,4,Sachbuch,1255,11331.28,7.04,375182,Verlag B,1255
2012,Nicht Bestseller Buch 412,Autor 86,DE,2.19,2.43,4,Biografie,424,5447.8,22.34,825340,Selbstverlag,424
2004,Nicht Bestseller Buch 413,Autor 132,ES,3.08,2.82,13,Fantasy,1529,22224.52,12.3,326831,Selbstverlag,1529
2003,Nicht Bestseller Buch 414,Autor 27,EN,2.61,2.2,10,Science Fiction,303,4031.13,20.38,776992,Verlag C,303
2022,Nicht Bestseller Buch 415,Autor 167,FR,2.31,2.23,5,Biografie,506,2651.3,6.71,391123,Verlag A,506
2008,Nicht Bestseller Buch 416,Autor 110,FR,2.24,1.56,6,Sachbuch,1009,11996.86,5.01,420867,Verlag B,1009
